home_team,away_team,posteam,side_of_field,yardline_100,half_seconds_remaining,game_seconds_remaining,game_half,down,ydstogo,ydsnet,yards_gained,score_differential,fourth_down_converted,fourth_down_failed,field_goal_attempt,punt_attempt,penalty
JAX,TEN,TEN,JAX,15,41,41,Half2,4,10,69,0,-20,0,1,0,0,0
GB,MIN,MIN,GB,44,386,386,Half2,4,4,42,11,-25,1,0,0,0,0
GB,MIN,MIN,GB,36,150,150,Half2,4,12,22,24,-19,1,0,0,0,0
GB,MIN,MIN,GB,4,95,95,Half2,4,2,33,3,-19,1,0,0,0,0
CLE,SD,SD,CLE,4,1584,3384,Half1,4,1,75,3,0,1,0,0,0,0
CLE,SD,CLE,SD,39,1376,3176,Half1,4,6,43,10,-7,1,0,0,0,0
CLE,SD,SD,SD,60,66,66,Half2,4,10,43,25,-3,1,0,0,0,0
CHI,WAS,CHI,CHI,52,1607,1607,Half2,4,1,25,2,-10,1,0,0,0,0
CHI,WAS,WAS,CHI,19,963,963,Half2,4,1,9,0,17,0,1,0,0,0
CAR,ATL,CAR,CAR,52,1461,3261,Half1,4,1,11,2,-7,1,0,0,0,0
CAR,ATL,CAR,ATL,47,1023,1023,Half2,4,1,11,2,-17,1,0,0,0,0
CAR,ATL,CAR,ATL,48,707,707,Half2,4,2,45,18,-17,1,0,0,0,0
CAR,ATL,CAR,CAR,58,227,227,Half2,4,3,22,-7,-14,0,1,0,0,0
OAK,IND,IND,OAK,30,1414,3214,Half1,4,5,50,0,0,0,1,0,0,0
SEA,ARI,SEA,ARI,1,75,1875,Half1,4,1,67,-7,-14,0,1,0,0,0
SEA,ARI,SEA,SEA,70,317,317,Half2,4,1,9,0,-10,0,1,0,0,0
LA,SF,LA,SF,30,1237,3037,Half1,4,2,52,24,-7,1,0,0,0,0
LA,SF,SF,LA,23,357,357,Half2,4,8,62,10,-14,1,0,0,0,0
HOU,CIN,CIN,CIN,52,85,85,Half2,4,3,41,8,-2,1,0,0,0,0
PIT,BAL,BAL,PIT,27,852,2652,Half1,4,21,43,0,-4,0,1,0,0,0
KC,DEN,DEN,KC,35,23,1823,Half1,4,10,38,6,-11,0,1,0,0,0
KC,DEN,DEN,KC,39,18,18,Half2,4,3,32,13,-23,1,0,0,0,0
DAL,DET,DET,DAL,1,820,2620,Half1,4,1,58,1,-7,1,0,0,0,0
DAL,DET,DET,DAL,11,291,291,Half2,4,3,25,7,-21,1,0,0,0,0
CIN,BAL,BAL,BAL,53,1319,3119,Half1,4,1,34,12,-7,1,0,0,0,0
CIN,BAL,BAL,CIN,8,1077,1077,Half2,4,2,58,0,-17,0,1,0,0,0
CIN,BAL,BAL,BAL,75,289,289,Half2,4,5,5,0,-10,0,1,0,0,0
TEN,HOU,HOU,HOU,61,900,2700,Half1,4,1,22,2,-6,1,0,0,0,0
TEN,HOU,HOU,TEN,34,648,2448,Half1,4,6,41,-6,-6,0,1,0,0,0
TEN,HOU,HOU,TEN,4,1539,1539,Half2,4,4,81,4,-13,1,0,0,0,1
TEN,HOU,HOU,TEN,7,332,332,Half2,4,1,70,2,-13,1,0,0,0,0
TEN,HOU,HOU,TEN,1,198,198,Half2,4,1,75,1,-13,1,0,0,0,0
TEN,HOU,HOU,HOU,73,23,23,Half2,4,16,9,0,-6,0,1,0,0,0
TB,CAR,CAR,TB,19,120,120,Half2,4,2,58,3,-6,1,0,0,0,0
TB,CAR,CAR,TB,18,46,46,Half2,4,12,74,13,-6,1,0,0,0,0
PIT,CLE,PIT,CLE,28,73,1873,Half1,4,1,26,3,-14,1,0,0,0,0
PIT,CLE,PIT,CLE,32,228,228,Overtime,4,2,49,6,-3,1,0,0,0,0
PHI,DAL,PHI,DAL,34,357,2157,Half1,4,9,1,0,-7,0,1,0,0,0
NYJ,BUF,NYJ,BUF,14,1011,2811,Half1,4,1,44,0,0,0,1,0,0,0
NYJ,BUF,NYJ,BUF,10,1361,1361,Half2,4,1,33,-1,7,0,1,0,0,0
NYJ,BUF,BUF,NYJ,21,708,708,Half2,4,7,30,0,-17,0,1,0,0,0
MIN,CHI,CHI,MIN,37,303,2103,Half1,4,6,56,8,-17,1,0,0,0,0
MIN,CHI,CHI,CHI,60,858,858,Half2,4,1,20,0,-14,0,1,0,0,0
MIN,CHI,MIN,CHI,34,210,210,Half2,4,7,40,0,27,0,1,0,0,0
IND,JAX,IND,JAX,33,1058,1058,Half2,4,1,59,3,-7,1,0,0,0,0
SD,KC,SD,KC,22,950,2750,Half1,4,1,59,5,0,1,0,0,0,0
SD,KC,SD,SD,68,190,190,Half2,4,6,40,19,-17,1,0,0,0,0
LA,ARI,ARI,LA,36,1454,1454,Half2,4,4,53,32,17,1,0,0,0,0
LA,ARI,LA,LA,72,1261,1261,Half2,4,1,26,4,-24,1,0,0,0,0
LA,ARI,LA,MID,50,293,293,Half2,4,1,25,0,-37,0,1,0,0,0
LA,ARI,ARI,LA,35,114,114,Half2,4,8,15,0,37,0,1,0,0,0
DEN,OAK,DEN,OAK,36,237,237,Half2,4,3,9,2,18,0,1,0,0,0
DEN,OAK,OAK,DEN,49,183,183,Half2,4,4,10,-7,-18,0,1,0,0,0
DEN,OAK,DEN,OAK,35,84,84,Half2,4,1,11,2,18,1,0,0,0,0
WAS,NYG,NYG,WAS,16,1498,1498,Half2,4,2,59,0,10,0,1,0,0,0
SF,SEA,SF,SEA,24,1163,2963,Half1,4,1,79,1,4,1,0,0,0,0
SF,SEA,SF,SEA,1,900,2700,Half1,4,1,79,1,4,1,0,0,0,0
SF,SEA,SEA,SEA,86,1206,1206,Half2,4,10,-14,0,8,0,1,0,0,0
ATL,NO,NO,ATL,30,1267,3067,Half1,4,1,70,25,-7,1,0,0,0,0
ATL,NO,NO,NO,52,140,140,Half2,4,5,22,17,-13,1,0,0,0,0
ATL,NO,NO,ATL,26,95,95,Half2,4,1,40,9,-13,1,0,0,0,0
NE,KC,NE,KC,10,1474,3274,Half1,4,1,22,0,7,0,1,0,0,0
NE,KC,NE,KC,40,749,749,Half2,4,1,35,0,-1,0,1,0,0,0
BUF,NYJ,NYJ,BUF,1,1026,1026,Half2,4,1,75,1,-8,1,0,0,0,0
WAS,PHI,WAS,PHI,42,30,30,Half2,4,2,24,0,-12,0,1,0,0,0
TEN,OAK,OAK,TEN,3,945,2745,Half1,4,1,73,1,0,1,0,0,0,0
HOU,JAX,JAX,HOU,1,134,1934,Half1,4,1,53,1,6,1,0,0,0,0
HOU,JAX,HOU,HOU,84,75,75,Half2,4,5,3,-2,-21,0,1,0,0,0
DET,ARI,DET,DET,97,1281,3081,Half1,4,21,-1,10,-6,0,1,0,0,0
DET,ARI,ARI,DET,30,147,147,Half2,4,2,47,2,-18,1,0,0,0,0
CLE,PIT,CLE,PIT,42,1023,1023,Half2,4,2,39,6,-10,1,0,0,0,0
CLE,PIT,CLE,PIT,3,220,220,Half2,4,2,73,3,-10,1,0,0,0,1
CHI,ATL,CHI,ATL,42,46,46,Half2,4,3,54,14,-6,1,0,0,0,0
CHI,ATL,CHI,ATL,5,8,8,Half2,4,5,68,-9,-6,0,1,0,0,0
CIN,BAL,CIN,BAL,13,283,283,Half2,4,5,39,0,-20,0,1,0,0,0
LA,IND,IND,LA,40,194,1994,Half1,4,7,35,0,-20,0,1,0,0,0
SF,CAR,SF,CAR,44,392,2192,Half1,4,4,10,-8,-7,0,1,0,0,0
SF,CAR,SF,CAR,45,46,1846,Half1,4,1,30,0,-10,0,1,0,0,0
SF,CAR,SF,SF,52,979,979,Half2,4,3,45,22,-23,1,0,0,0,0
SF,CAR,SF,CAR,1,534,534,Half2,4,1,30,0,-20,0,1,0,0,0
DAL,NYG,NYG,NYG,55,32,32,Half2,4,5,46,6,-16,1,0,0,0,0
DEN,LAC,LAC,DEN,48,722,722,Half2,4,1,25,-2,-17,0,1,0,0,0
DEN,LAC,LAC,LAC,53,42,42,Half2,4,1,11,2,-3,1,0,0,0,0
CIN,HOU,CIN,HOU,19,1395,1395,Half2,4,2,59,3,-4,1,0,0,0,0
CIN,HOU,CIN,CIN,56,73,73,Half2,4,9,13,0,-4,0,1,0,0,0
BAL,CLE,CLE,BAL,38,95,95,Half2,4,11,54,12,-14,1,0,0,0,0
BAL,CLE,CLE,BAL,23,32,32,Half2,4,7,57,0,-14,0,1,0,0,0
TB,CHI,CHI,TB,14,572,572,Half2,4,10,76,0,-29,0,1,0,0,0
TB,CHI,CHI,TB,7,342,342,Half2,4,3,47,0,-29,0,1,0,0,0
PIT,MIN,MIN,MIN,64,1770,1770,Half2,4,4,6,0,-11,0,1,0,0,0
PIT,MIN,MIN,MIN,70,141,141,Half2,4,15,5,0,-14,0,1,0,0,0
PIT,MIN,MIN,MIN,72,60,60,Half2,4,7,9,6,-17,0,1,0,0,0
NO,NE,NO,NE,25,147,1947,Half1,4,3,46,0,-14,0,1,0,0,0
NO,NE,NO,NE,42,439,439,Half2,4,1,35,2,-23,1,0,0,0,0
IND,ARI,ARI,IND,1,785,2585,Half1,4,1,74,0,-10,0,1,0,0,0
CAR,BUF,BUF,CAR,44,1659,1659,Half2,4,1,30,-1,-6,0,1,0,0,0
CAR,BUF,BUF,CAR,33,14,14,Half2,4,11,42,0,-6,0,1,0,0,0
LAC,MIA,MIA,MIA,52,2,1802,Half1,4,6,15,0,-7,0,1,0,0,0
SEA,SF,SEA,SF,41,1553,3353,Half1,4,1,43,9,0,1,0,0,0,0
LA,WAS,LA,WAS,45,605,605,Half2,4,6,61,28,-3,1,0,0,0,0
DEN,DAL,DAL,DAL,57,1142,1142,Half2,4,4,27,9,-25,1,0,0,0,0
DEN,DAL,DAL,DEN,42,1034,1034,Half2,4,4,33,0,-25,0,1,0,0,0
DEN,DAL,DAL,DEN,30,942,942,Half2,4,1,14,5,-25,1,0,0,0,0
DEN,DAL,DAL,DEN,7,231,231,Half2,4,3,58,0,-18,0,1,0,0,0
DEN,DAL,DAL,DEN,6,72,72,Half2,4,6,31,0,-18,0,1,0,0,0
ATL,GB,GB,GB,54,985,985,Half2,4,5,28,7,-23,1,0,0,0,0
ATL,GB,GB,ATL,33,770,770,Half2,4,7,75,33,-23,1,0,0,0,0
ATL,GB,GB,GB,88,48,48,Half2,4,10,18,18,-10,1,0,0,0,0
NYG,DET,NYG,NYG,52,608,608,Half2,4,3,25,2,-13,0,1,0,0,0
NYG,DET,NYG,DET,29,274,274,Half2,4,10,62,0,-13,0,1,0,0,0
NYG,DET,DET,NYG,24,32,32,Half2,4,10,47,0,13,0,1,0,0,0
SF,LA,SF,LA,1,1244,1244,Half2,4,1,75,1,-14,1,0,0,0,0
SF,LA,SF,LA,1,137,137,Half2,4,1,29,1,-8,1,0,0,0,0
SF,LA,SF,SF,60,110,110,Half2,4,20,-18,-8,-2,0,1,0,0,0
JAX,BAL,JAX,BAL,39,861,2661,Half1,4,1,34,6,10,1,0,0,0,0
JAX,BAL,JAX,JAX,65,923,923,Half2,4,1,82,58,37,1,0,0,0,1
JAX,BAL,BAL,JAX,40,585,585,Half2,4,8,38,3,-44,0,1,0,0,0
PHI,NYG,PHI,PHI,53,956,2756,Half1,4,1,39,2,0,1,0,0,0,0
PHI,NYG,PHI,NYG,43,156,1956,Half1,4,8,47,-6,7,0,1,0,0,0
PHI,NYG,NYG,PHI,1,24,1824,Half1,4,1,49,-1,-7,0,1,0,0,0
PHI,NYG,PHI,NYG,45,1297,1297,Half2,4,1,10,1,7,1,0,0,0,0
PHI,NYG,NYG,PHI,13,982,982,Half2,4,2,63,0,-14,0,1,0,0,0
NYJ,MIA,MIA,MIA,72,1417,1417,Half2,4,7,3,0,-17,0,1,0,0,0
NYJ,MIA,MIA,NYJ,21,812,812,Half2,4,10,54,0,-20,0,1,0,0,0
NYJ,MIA,MIA,NYJ,42,461,461,Half2,4,6,52,4,-20,0,1,0,0,0
BUF,DEN,DEN,DEN,69,933,933,Half2,4,2,20,1,-4,0,1,0,0,0
BUF,DEN,DEN,BUF,42,115,115,Half2,4,4,36,0,-10,0,1,0,0,0
TEN,SEA,SEA,TEN,28,440,440,Half2,4,22,47,0,-13,0,1,0,0,0
TEN,SEA,SEA,TEN,46,200,200,Half2,4,6,40,14,-13,1,0,0,0,0
LAC,KC,KC,KC,61,900,900,Half2,4,14,25,-4,7,0,1,0,0,0
WAS,OAK,OAK,OAK,68,318,318,Half2,4,3,5,6,-17,1,0,0,0,0
WAS,OAK,OAK,OAK,75,205,205,Half2,4,23,9,9,-17,0,1,0,0,0
ARI,DAL,ARI,DAL,2,40,40,Half2,4,2,85,0,-11,0,1,0,0,0
GB,CHI,GB,CHI,33,1427,1427,Half2,4,1,35,5,14,1,0,0,0,0
GB,CHI,CHI,GB,18,454,454,Half2,4,7,66,9,-28,1,0,0,0,0
GB,CHI,CHI,CHI,51,120,120,Half2,4,1,12,3,-21,1,0,0,0,0
MIA,NO,NO,MIA,17,1544,1544,Half2,4,1,61,1,3,1,0,0,0,0
MIA,NO,MIA,MIA,59,167,167,Half2,4,4,22,0,-20,0,1,0,0,0
MIA,NO,NO,MIA,32,77,77,Half2,4,1,9,0,20,0,1,0,0,0
HOU,TEN,HOU,TEN,27,1465,1465,Half2,4,1,52,4,16,1,0,0,0,0
NYJ,JAX,NYJ,NYJ,53,22,1822,Half1,4,21,47,31,0,1,0,0,0,0
NE,CAR,NE,CAR,38,599,599,Half2,4,3,50,13,-14,1,0,0,0,0
NE,CAR,NE,CAR,1,194,194,Half2,4,1,49,1,-7,1,0,0,0,0
MIN,DET,MIN,DET,14,139,139,Half2,4,14,62,0,-7,0,1,0,0,0
ATL,BUF,ATL,ATL,69,173,173,Half2,4,4,14,8,-5,1,0,0,0,0
ATL,BUF,ATL,BUF,10,49,49,Half2,4,1,65,0,-5,0,1,0,0,0
BAL,PIT,BAL,PIT,47,348,348,Half2,4,12,39,0,-10,0,1,0,0,0
BAL,PIT,BAL,PIT,4,10,10,Half2,4,3,71,0,-17,0,1,0,0,0
CLE,CIN,CLE,CIN,36,736,736,Half2,4,10,45,0,-31,0,1,0,0,0
CLE,CIN,CLE,CIN,48,264,264,Half2,4,7,23,8,-31,1,0,0,0,0
DAL,LA,DAL,LA,29,1004,2804,Half1,4,1,68,4,0,1,0,0,0,0
DAL,LA,DAL,LA,48,36,36,Half2,4,10,36,9,-5,0,1,0,0,0
LAC,PHI,PHI,LAC,42,1238,1238,Half2,4,1,48,1,6,1,0,0,0,0
TB,NYG,NYG,TB,30,1131,2931,Half1,4,4,45,0,-7,0,1,0,0,0
TB,NYG,TB,NYG,35,623,623,Half2,4,2,32,0,-1,0,1,0,0,0
ARI,SF,SF,ARI,38,1113,2913,Half1,4,1,41,3,0,1,0,0,0,0
DEN,OAK,OAK,DEN,31,545,2345,Half1,4,1,37,0,-10,0,1,0,0,0
DEN,OAK,OAK,OAK,82,4,1804,Half1,4,3,7,0,-3,0,1,0,0,0
DEN,OAK,OAK,OAK,67,1052,1052,Half2,4,11,-19,-3,-9,0,1,0,0,1
SEA,IND,SEA,IND,27,148,148,Half2,4,3,84,27,19,1,0,0,0,0
KC,WAS,WAS,KC,29,1312,3112,Half1,4,1,27,5,7,1,0,0,0,0
CLE,NYJ,CLE,NYJ,33,1165,2965,Half1,4,1,26,2,0,1,0,0,0,0
CLE,NYJ,CLE,NYJ,4,783,783,Half2,4,2,72,1,-3,0,1,0,0,0
DET,CAR,DET,DET,51,1098,1098,Half2,4,1,25,-4,-17,0,1,0,0,0
IND,SF,SF,IND,40,167,167,Half2,4,1,68,19,-7,1,0,0,0,0
IND,SF,SF,IND,5,24,24,Half2,4,5,89,5,-7,1,0,0,0,0
NYG,LAC,NYG,LAC,48,49,49,Half2,4,10,28,0,-5,0,1,0,0,0
PHI,ARI,ARI,ARI,66,895,895,Half2,4,1,28,4,-24,1,0,0,0,0
PHI,ARI,ARI,ARI,54,759,759,Half2,4,2,50,14,-24,1,0,0,0,0
PHI,ARI,ARI,PHI,38,680,680,Half2,4,8,58,6,-24,0,1,0,0,0
LA,SEA,LA,SEA,20,8,8,Half2,4,10,55,0,-6,0,1,0,0,0
OAK,BAL,OAK,OAK,85,125,125,Half2,4,20,-10,0,-12,0,1,0,0,0
DAL,GB,DAL,GB,20,1564,3364,Half1,4,1,57,2,0,1,0,0,0,0
DAL,GB,DAL,GB,22,553,2353,Half1,4,1,37,2,8,1,0,0,0,0
DAL,GB,GB,GB,52,1183,1183,Half2,4,1,46,10,-6,1,0,0,0,0
DAL,GB,DAL,GB,20,136,136,Half2,4,1,60,1,-4,1,0,0,0,0
HOU,KC,HOU,KC,9,1108,1108,Half2,4,1,78,9,-16,1,0,0,0,0
CHI,MIN,CHI,MIN,38,1233,1233,Half2,4,6,75,38,-8,1,0,0,0,0
CAR,PHI,PHI,CAR,3,266,2066,Half1,4,1,11,2,-7,1,0,0,0,0
CAR,PHI,CAR,PHI,40,5,1805,Half1,4,12,32,0,0,0,1,0,0,0
CAR,PHI,CAR,PHI,45,213,213,Half2,4,2,36,4,-5,1,0,0,0,0
CAR,PHI,CAR,PHI,48,82,82,Half2,4,1,21,0,-5,0,1,0,0,0
BAL,CHI,BAL,CHI,32,391,391,Half2,4,1,22,2,-4,1,0,0,0,0
MIN,GB,MIN,MID,50,4,1804,Half1,4,30,25,0,4,0,1,0,0,0
MIN,GB,GB,GB,60,407,407,Half2,4,4,10,4,-13,1,0,0,0,0
MIN,GB,GB,MIN,45,337,337,Half2,4,10,15,-6,-13,0,1,0,0,0
MIN,GB,GB,GB,63,78,78,Half2,4,4,38,5,-13,1,0,0,0,0
NO,DET,NO,DET,41,213,2013,Half1,4,1,40,6,13,1,0,0,0,0
NO,DET,DET,NO,5,16,1816,Half1,4,5,59,4,-20,0,1,0,0,0
ATL,MIA,MIA,ATL,39,477,2277,Half1,4,3,17,0,-10,0,1,0,0,0
ATL,MIA,MIA,ATL,17,1373,1373,Half2,4,1,75,3,-17,1,0,0,0,0
ATL,MIA,ATL,MIA,42,711,711,Half2,4,19,27,0,3,0,1,0,0,0
ATL,MIA,MIA,ATL,44,609,609,Half2,4,2,17,9,-3,1,0,0,0,0
NYJ,NE,NYJ,NE,34,1189,1189,Half2,4,1,52,0,-7,0,1,0,0,0
NYJ,NE,NYJ,NYJ,75,72,72,Half2,4,12,30,32,-7,1,0,0,0,0
NYJ,NE,NYJ,NE,49,20,20,Half2,4,16,24,0,-7,0,1,0,0,0
WAS,SF,SF,WAS,1,3,1803,Half1,4,1,75,1,-17,1,0,0,0,0
WAS,SF,SF,MID,50,9,9,Half2,4,20,30,0,-2,0,1,0,0,0
ARI,TB,TB,ARI,39,83,1883,Half1,4,4,57,21,-24,1,0,0,0,0
ARI,TB,TB,ARI,5,11,1811,Half1,4,5,70,0,-24,0,1,0,0,0
ARI,TB,TB,ARI,1,186,186,Half2,4,1,70,1,-20,1,0,0,0,0
ARI,TB,ARI,TB,35,158,158,Half2,4,2,8,0,14,0,1,0,0,0
JAX,LA,JAX,LA,45,9,1809,Half1,4,6,24,9,-9,1,0,0,0,0
KC,PIT,KC,PIT,4,774,774,Half2,4,2,86,0,-11,0,1,0,0,0
KC,PIT,KC,PIT,48,58,58,Half2,4,18,8,0,-8,0,1,0,0,0
OAK,LAC,LAC,OAK,34,960,2760,Half1,4,3,41,0,-7,0,1,0,0,0
OAK,LAC,LAC,OAK,1,107,1907,Half1,4,1,82,1,-7,1,0,0,0,0
OAK,LAC,OAK,LAC,41,900,900,Half2,4,2,8,0,3,0,1,0,0,0
DEN,NYG,DEN,NYG,45,900,900,Half2,4,5,22,6,-16,0,1,0,0,0
DEN,NYG,DEN,NYG,1,510,510,Half2,4,1,84,0,-16,0,1,0,0,0
TEN,IND,TEN,IND,43,900,900,Half2,4,1,45,1,-4,1,0,0,0,0
TEN,IND,IND,TEN,13,146,146,Half2,4,1,62,0,-7,0,1,0,0,0
OAK,KC,OAK,KC,42,41,41,Half2,4,11,56,13,-6,1,0,0,0,0
MIN,BAL,BAL,MIN,13,3,3,Half2,4,11,68,13,-15,1,0,0,0,0
LA,ARI,ARI,ARI,66,219,2019,Half1,4,1,17,4,-13,1,0,0,0,0
LA,ARI,ARI,LA,49,159,159,Half2,4,7,26,0,-33,0,1,0,0,0
IND,JAX,IND,JAX,6,1007,1007,Half2,4,2,69,0,-27,0,1,0,0,0
IND,JAX,IND,JAX,38,390,390,Half2,4,14,52,5,-27,0,1,0,0,0
IND,JAX,JAX,IND,24,129,129,Half2,4,1,43,0,27,0,1,0,0,0
IND,JAX,IND,JAX,34,21,21,Half2,4,4,46,3,-27,0,1,0,0,0
GB,NO,NO,GB,29,1370,3170,Half1,4,2,51,5,-7,1,0,0,0,0
CHI,CAR,CAR,CHI,25,1313,1313,Half2,4,2,52,1,-12,0,1,0,0,0
CLE,TEN,TEN,CLE,1,1479,1479,Half2,4,1,31,0,3,0,1,0,0,0
CLE,TEN,CLE,TEN,37,742,742,Half2,4,3,38,0,-3,0,1,0,0,0
CLE,TEN,CLE,CLE,52,114,114,Half2,4,7,29,14,-3,1,0,0,0,0
SF,DAL,SF,DAL,28,1576,1576,Half2,4,4,47,0,-17,0,1,0,0,0
SF,DAL,DAL,SF,15,182,182,Half2,4,11,66,0,30,0,1,0,0,0
SF,DAL,SF,SF,76,138,138,Half2,4,1,9,0,-30,0,1,0,0,0
LAC,DEN,LAC,DEN,1,1554,3354,Half1,4,1,44,0,0,0,1,0,0,1
LAC,DEN,DEN,LAC,31,769,769,Half2,4,6,39,0,-13,0,1,0,0,0
LAC,DEN,DEN,LAC,27,147,147,Half2,4,26,33,17,-20,0,1,0,0,0
PIT,CIN,CIN,PIT,1,436,2236,Half1,4,1,75,1,-7,1,0,0,0,0
PIT,CIN,PIT,CIN,38,900,900,Half2,4,1,21,0,12,0,1,0,0,0
PIT,CIN,PIT,PIT,60,413,413,Half2,4,7,61,44,12,1,0,0,0,0
PIT,CIN,CIN,CIN,67,213,213,Half2,4,2,8,0,-15,0,1,0,0,0
NYG,SEA,SEA,NYG,1,900,2700,Half1,4,1,89,0,0,0,1,0,0,0
NYG,SEA,NYG,SEA,26,42,42,Half2,4,5,49,0,-17,0,1,0,0,0
NE,ATL,ATL,NE,48,1136,2936,Half1,4,7,32,9,0,1,0,0,0,0
NE,ATL,ATL,NE,47,120,1920,Half1,4,6,28,0,-10,0,1,0,0,0
NE,ATL,ATL,NE,1,876,876,Half2,4,1,70,-5,-20,0,1,0,0,0
PHI,WAS,WAS,WAS,65,21,21,Half2,4,10,0,0,-10,0,1,0,0,0
BAL,MIA,MIA,MIA,57,719,719,Half2,4,6,13,-5,-26,0,1,0,0,0
BAL,MIA,MIA,BAL,39,116,116,Half2,4,9,36,0,-39,0,1,0,0,0
CLE,MIN,CLE,CLE,58,176,176,Half2,4,10,16,-10,-14,0,1,0,0,0
NYJ,ATL,NYJ,NYJ,73,16,16,Half2,4,4,34,11,-5,1,0,0,0,0
TB,CAR,TB,CAR,28,160,160,Half2,4,14,33,0,-14,0,1,0,0,0
PHI,SF,PHI,SF,47,113,113,Half2,4,1,30,2,21,1,0,0,0,0
NO,CHI,CHI,CHI,61,117,117,Half2,4,1,9,0,-5,0,1,0,0,0
NE,LAC,NE,LAC,36,433,2233,Half1,4,1,29,8,-2,1,0,0,0,0
NE,LAC,LAC,NE,36,14,14,Half2,4,2,56,13,-4,1,0,0,0,0
BUF,OAK,OAK,BUF,45,1559,3359,Half1,4,1,81,2,0,1,0,0,0,0
BUF,OAK,BUF,OAK,1,900,900,Half2,4,1,80,1,12,1,0,0,0,0
BUF,OAK,OAK,OAK,52,205,205,Half2,4,3,29,0,-12,0,1,0,0,0
CIN,IND,IND,CIN,48,82,82,Half2,4,4,28,0,0,0,1,0,0,0
SEA,HOU,HOU,SEA,48,694,2494,Half1,4,1,38,2,1,1,0,0,0,0
WAS,DAL,DAL,DAL,52,1142,2942,Half1,4,1,27,4,-3,1,0,0,0,0
WAS,DAL,WAS,WAS,53,363,363,Half2,4,5,33,11,-13,1,0,0,0,0
DET,PIT,DET,PIT,1,1171,1171,Half2,4,1,81,-1,-1,0,1,0,0,0
DET,PIT,DET,PIT,8,120,120,Half2,4,7,77,0,-5,0,1,0,0,0
KC,DEN,DEN,DEN,52,609,609,Half2,4,4,21,0,-9,0,1,0,0,0
NYJ,BUF,BUF,BUF,68,633,633,Half2,4,3,7,0,-24,0,1,0,0,0
HOU,IND,HOU,IND,7,2,2,Half2,4,7,57,-16,-7,0,1,0,0,0
NYG,LA,LA,LA,56,29,29,Half2,4,2,7,-1,34,0,1,0,0,0
CAR,ATL,ATL,CAR,35,275,2075,Half1,4,1,47,0,10,0,1,0,0,1
CAR,ATL,CAR,ATL,30,1139,1139,Half2,4,1,39,2,7,1,0,0,0,0
CAR,ATL,ATL,CAR,39,500,500,Half2,4,7,42,0,-10,0,1,0,0,0
CAR,ATL,ATL,ATL,82,108,108,Half2,4,13,-3,0,-3,0,1,0,0,0
CAR,ATL,CAR,ATL,12,7,7,Half2,4,4,6,0,3,0,1,0,0,0
PHI,DEN,PHI,PHI,51,4,1804,Half1,4,5,23,0,22,0,1,0,0,0
PHI,DEN,PHI,DEN,3,1401,1401,Half2,4,1,75,1,22,1,0,0,0,0
PHI,DEN,DEN,PHI,11,674,674,Half2,4,6,73,9,-35,1,0,0,0,0
PHI,DEN,PHI,DEN,39,334,334,Half2,4,1,44,35,22,1,0,0,0,0
PHI,DEN,PHI,DEN,32,106,106,Half2,4,8,25,-3,29,0,1,0,0,0
TEN,BAL,BAL,TEN,43,1393,3193,Half1,4,7,62,16,-3,1,0,0,0,1
TEN,BAL,BAL,TEN,35,665,2465,Half1,4,2,42,2,-7,1,0,0,0,0
TEN,BAL,BAL,TEN,17,900,900,Half2,4,1,42,0,-10,0,1,0,0,0
TEN,BAL,BAL,TEN,40,136,136,Half2,4,3,41,6,-10,1,0,0,0,0
SF,ARI,SF,ARI,49,227,227,Half2,4,3,43,0,-10,0,1,0,0,0
SF,ARI,SF,SF,91,67,67,Half2,4,14,7,11,-10,0,1,0,0,0
DAL,KC,KC,DAL,43,312,312,Half2,4,8,35,0,-11,0,1,0,0,0
MIA,OAK,MIA,OAK,48,179,179,Half2,4,19,27,0,-11,0,1,0,0,0
GB,DET,GB,MID,50,1347,1347,Half2,4,2,17,-3,-14,0,1,0,0,0
GB,DET,GB,GB,55,368,368,Half2,4,13,16,0,-17,0,1,0,0,0
ARI,SEA,ARI,SEA,38,52,1852,Half1,4,9,37,0,-5,0,1,0,0,0
ARI,SEA,ARI,SEA,45,403,403,Half2,4,4,66,14,-12,1,0,0,0,0
ARI,SEA,ARI,SEA,15,260,260,Half2,4,8,66,0,-12,0,1,0,0,0
CHI,GB,GB,CHI,49,955,955,Half2,4,1,13,4,7,1,0,0,0,0
CHI,GB,CHI,CHI,64,42,42,Half2,4,10,18,7,-7,0,1,0,0,0
DET,CLE,CLE,CLE,56,1129,2929,Half1,4,1,20,1,7,1,0,0,0,0
DET,CLE,CLE,CLE,71,216,216,Half2,4,6,30,9,-13,1,0,0,0,0
DET,CLE,CLE,DET,45,130,130,Half2,4,5,49,19,-13,1,0,0,0,0
DET,CLE,CLE,DET,26,99,99,Half2,4,10,66,17,-13,1,0,0,0,0
JAX,LAC,JAX,JAX,56,934,2734,Half1,4,7,90,56,0,1,0,0,0,0
JAX,LAC,JAX,LAC,35,1381,1381,Half2,4,6,40,0,-8,0,1,0,0,0
BUF,NO,NO,BUF,30,1366,3166,Half1,4,1,70,25,-3,1,0,0,0,0
BUF,NO,NO,BUF,38,449,449,Half2,4,3,40,5,34,1,0,0,0,0
BUF,NO,BUF,BUF,56,239,239,Half2,4,1,19,0,-37,0,1,0,0,0
TB,NYJ,NYJ,NYJ,74,225,225,Half2,4,16,44,28,-12,1,0,0,0,0
